title,year,certificate,duration,genre,rating,description,stars,votes
The Crown,(2016– ),TV-MA,58 min,"Biography, Drama, History",8.7,Follows the political rivalries and romance of Queen Elizabeth II's reign and the events that shaped the second half of the twentieth century.,"['Claire Foy, ', 'Olivia Colman, ', 'Imelda Staunton, ', 'Matt Smith']","199,885"
On the Real,(2016– ),,,Comedy,8.7,On the real is a unique format combining pseudo reality-come-drama that incorporates running commentary by all cast members. This edgy series follows the lives of 5 young Nigerian reality ...                See full summary »,"['Ada Afoluwake Ogunkeye, ', 'Chy Nwakanma, ', 'Ini Dima Okojie, ', 'Nancy Isime']",27
Chocolate,(2019–2020),,,"Drama, Romance",8.7,"During an emotional confrontation with a patient's long-lost mother and brother, Cha Yeong sustains a head injury with upsetting consequences. (Source: Netflix)","['Lee Hyeong-min', '| ', '    Stars:', 'Ha Ji-Won, ', 'Yoon Kyesang, ', 'Seung-jo Jang, ', 'Jin-Woong Min']",11
Lucifer,(2016–2021),TV-14,55 min,"Crime, Drama, Fantasy",8.7,"Amenadiel helps Chloe investigate a nun's untimely demise. Meanwhile, Lucifer lends Dan a hand, and Linda reveals a painful part of her history.","['Sam Hill', '| ', '    Stars:', 'Tom Ellis, ', 'Lauren German, ', 'Kevin Alejandro, ', 'D.B. Woodside']","3,831"
Haikyu!!,(2014–2020),TV-14,24 min,"Animation, Comedy, Drama",8.7,"Determined to be like the volleyball championship's star player nicknamed ""the small giant"", Shoyo joins his school's volleyball club.","['Ayumu Murase, ', 'Kaito Ishikawa, ', 'Yu Hayashi, ', 'Satoshi Hino']","24,721"
Mr. Sunshine,(2018),TV-MA,80 min,"Action, Drama, History",8.7,A young boy who ends up in the U.S. after the 1871 Shinmiyangyo incident returns to Korea at a historical turning point and falls for a noblewoman.,"['Lee Byung-hun, ', 'Kim Tae-ri, ', 'Yoo Yeon-Seok, ', 'Yo-Han Byun']","7,620"
Power Rangers Beast Morphers,(2019–2020),TV-Y7,,"Action, Adventure, Comedy",8.7,The Beast Morphers Rangers are brainwashed to think that Blaze and Roxy are part of their team.,"['Simon Bennett', '| ', '    Stars:', 'Rorrie D. Travis, ', 'Jasmeet Baduwalia, ', 'Jacqueline Scislowski, ', 'Abraham Rodriguez']",30
Chocolate,(2019–2020),,,"Drama, Romance",8.7,Han Yong Sul reveals her plans for the hospice and for Kang's future in the family business. Joon forces himself through his community service hours. (Source: Netflix),"['Lee Hyeong-min', '| ', '    Stars:', 'Ha Ji-Won, ', 'Yoon Kyesang, ', 'Seung-jo Jang, ', 'Jin-Woong Min']",11
Final Space,(2018–2021),TV-14,21 min,"Animation, Action, Adventure",8.7,The search for the stolen dimensional keys leads the crew to a planet being sucked into the Dark Zone; Hue and Ava get closer.,"['Ben Bjelajac, ', 'Yoriaki Mochizuki', '| ', '    Stars:', 'Fred Armisen, ', 'Ashly Burch, ', 'Ron Funches, ', 'Tom Kenny']",739
Top Gear,(2002– ),TV-PG,50 min,"Adventure, Comedy, Reality-TV",8.7,"The team revisit one of their most ridiculous challenges with the return of the amphibious cars - this time, Jeremy ditches the ""Toyboata"" for a Nissan pickup that he nicknames the ""Nissank...                See full summary »","['Brian Klein, ', 'Phil Churchward, ', 'Graham Sherrington', '| ', '    Stars:', 'Jeremy Clarkson, ', 'Richard Hammond, ', 'James May, ', 'Ben Collins']",317
Mighty Little Bheem,(2019– ),TV-Y,,"Animation, Short, Adventure",8.7,Add a Plot,"['Rajiv Chilaka, ', 'Krishna Mohan Chintapatla']",7
Demon Slayer: Kimetsu no Yaiba,(2019– ),TV-MA,24 min,"Animation, Action, Adventure",8.7,"A family is attacked by demons and only two members survive - Tanjiro and his sister Nezuko, who is turning into a demon slowly. Tanjiro sets out to become a demon slayer to avenge his family and cure his sister.","['Natsuki Hanae, ', 'Zach Aguilar, ', 'Abby Trott, ', 'Yoshitsugu Matsuoka']","97,968"
The Crown,(2016– ),TV-MA,58 min,"Biography, Drama, History",8.7,Follows the political rivalries and romance of Queen Elizabeth II's reign and the events that shaped the second half of the twentieth century.,"['Claire Foy, ', 'Olivia Colman, ', 'Imelda Staunton, ', 'Matt Smith']","199,898"
Hotel Del Luna,(2019),,79 min,"Action, Comedy, Drama",8.7,"With a lunar eclipse approaching, Man Wol fulfills a flood of special requests, including one from a former hotel manager.","['Choong Hwan Oh', '| ', '    Stars:', 'Ji-eun Lee, ', 'Yeo Jin-gu, ', 'Shin Jeong-geun, ', 'Bae Hae-sun']",111
Alchemy of Souls,(2022– ),Approved,80 min,"Action, Drama, Fantasy",8.7,"The fate of two people becomes twisted due to ""hwanhonsool"" (the soul of the dead return to the living).","['Jae-Wook Lee, ', 'Jung So-Min, ', 'Min-Hyun Hwang, ', 'Joon-Sang Yoo']","3,769"
Iron Chef: Mexico,(2022– ),TV-MA,50 min,"Game-Show, Reality-TV",8.7,Rising talents participate in this cooking competition against three of Mexico's finest chefs to win the mythical katana and become the Legendary Chef.,[],8
Midnight Mass,(2021),TV-MA,67 min,"Drama, Fantasy, Horror",8.6,"A fervent Bev calls for faith on the night of Easter vigil. Sarah reveals the results of a troubling experiment, along with a sobering theory.","['Mike Flanagan', '| ', '    Stars:', 'Kate Siegel, ', 'Zach Gilford, ', 'Kristin Lehman, ', 'Samantha Sloyan']","3,414"
Midnight Mass,(2021),TV-MA,62 min,"Drama, Fantasy, Horror",8.6,"Sheriff Hassan fields multiple missing persons reports as the town prepares to gather for Good Friday. To protect Erin, Riley brings the truth to light.","['Mike Flanagan', '| ', '    Stars:', 'Kate Siegel, ', 'Zach Gilford, ', 'Kristin Lehman, ', 'Samantha Sloyan']","3,794"
U-Prince: The Playful Comm-Arts,(2016),,,Romance,8.6,"Sung dreams of making Kiran, from the comm-arts department, her boyfriend. Until one day, Sung was hit by a tricycle and made a promise with the god of death. The god of death sent her back...                See full summary »","['Korawit Boonsri, ', 'Nawat Phumphothingam, ', 'Sananthachat Thanapatpisal']",24
Cyberpunk: Edgerunners,(2022– ),TV-MA,24 min,"Animation, Action, Adventure",8.6,"A Street Kid trying to survive in a technology and body modification-obsessed city of the future. Having everything to lose, he chooses to stay alive by becoming an Edgerunner, a Mercenary outlaw also known as a Cyberpunk.","['Zach Aguilar, ', 'Kenichiro Ohashi, ', 'Emi Lo, ', 'Aoi Yûki']","15,413"
Lastman,(2016),,,"Animation, Action, Adventure",8.6,"In the corrupted city of Paxtown, boxer Richard Aldana becomes the protector of Siri, a young orphaned wanted by mysterious and monstrous superhumans.","['Tyler Bunch, ', 'Coryn Williams, ', 'Martial Le Minoux, ', 'Maëlys Ricordeau']",985
Puffin Rock,(2015–2016),TV-Y,7 min,"Animation, Family",8.6,"Puffin Rock follows the adventures of Oona, her little brother Baba, and their family and friends on a gorgeous and wild Irish island.","['Kate McCafferty, ', ""Chris O'Dowd, "", 'Sally McDaid, ', 'Geraldine Cole']",932
Untitled Kanye West Documentary,(2022),Not Rated,93 min,"Documentary, Music",8.6,"Kanye hustles to establish his voice at the label. When a car crash and broken jaw threaten it all, the unstoppable artist turns pain into platinum.","['Coodie, ', 'Chike Ozah', '| ', '    Stars:', 'Ye, ', 'Kevin Bacon, ', 'Yasiin Bey, ', 'Big V']","1,041"
Love Between Fairy and Devil,(2022– ),TV-PG,40 min,"Comedy, Fantasy, Romance",8.6,"A girl whose tribe was vanquished by Demon Lord, Qingcang was reborn. To gain freedom from a curse Dongfang must sacrifice Lanhua's soul. In the process, the heartless demon falls in love with the young fairy.","['Dylan Wang, ', 'Esther Yu, ', 'Haiqiao Xu, ', 'Xiaoting Guo']",365
BattleBots,(2015– ),TV-PG,83 min,"Action, Game-Show, Reality-TV",8.6,"As the Top 16 looms closer, a group of underdogs gives it their last shot, and in the Main Event, Rotator and undefeated Death Roll bring everything they have to the BattleBox.","['Ryan Polito', '| ', '    Stars:', 'Chris Rose, ', 'Kenny Florian, ', 'Jenny Taft, ', 'Faruq Tauheed']",16
In Our Mothers' Gardens,(2021),,,Documentary,8.6,"In Our Mothers' Gardens celebrates the strength and resiliency of Black women and Black families through the complex, and often times humorous, relationship between mothers and daughters.","['Shantrelle P. Lewis', '| ', '    Stars:', 'Tarana Burke, ', 'Tina Farris, ', 'Shantrelle P. Lewis, ', 'Yolanda Sangeweni']",141
Julie and the Phantoms,(2020),TV-G,29 min,"Adventure, Comedy, Drama",8.6,"Julie pairs up with Nick for a school performance and learns he broke up with Carrie. The band gets a new gig, but Julie's grounded for missing class.","['Kristin Hanggi', '| ', '    Stars:', 'Madison Reyes, ', 'Charlie Gillespie, ', 'Owen Patrick Joyner, ', 'Jeremy Shada']",474
Trailer Park Boys,(2001–2018),TV-MA,30 min,"Comedy, Crime",8.6,Three petty felons have a documentary made about their life in a trailer park.,"['John Paul Tremblay, ', 'Robb Wells, ', 'Mike Smith, ', 'John Dunsworth']","43,638"
Julie and the Phantoms,(2020),TV-G,32 min,"Adventure, Comedy, Drama",8.6,"When Julie starts singing again, the boys and her best friend Flynn encourage her to fight for a spot in the school music program.","['Kenny Ortega', '| ', '    Stars:', 'Madison Reyes, ', 'Charlie Gillespie, ', 'Owen Patrick Joyner, ', 'Jeremy Shada']",500
Merlí,(2015–2018),TV-MA,58 min,"Comedy, Drama, Romance",8.6,"TV series about a high school philosophy teacher, Merlí, who teaches in an original way, and about the students of his class, including his own son, and the relationship, friendship, love, and problems among the students of the class.","['Francesc Orella, ', 'Pere Ponce, ', 'Carlos Cuevas, ', 'Marta Marco']","8,555"
Dead to Me,(2019–2022),TV-MA,34 min,"Comedy, Crime, Drama",8.6,"Determined to protect her family, Jen tries to come clean about Steve's whereabouts, but the situation veers in an unexpected direction thanks to Judy.","['Silver Tree', '| ', '    Stars:', 'Christina Applegate, ', 'Linda Cardellini, ', 'James Marsden, ', 'Max Jenkins']","1,322"
Hotel Del Luna,(2019),,94 min,"Action, Comedy, Drama",8.6,"One by one, the hotel's staff leave. After realizing they met in a past life, Man Wol and Chan Seong make peace with saying goodbye.","['Choong Hwan Oh', '| ', '    Stars:', 'Ji-eun Lee, ', 'Yeo Jin-gu, ', 'Shin Jeong-geun, ', 'Bae Hae-sun']",127
The Worst Witch,(2017– ),TV-Y7,,"Family, Fantasy",8.6,Add a Plot,"['Dermot Boyd', '| ', '    Stars:', 'Bella Ramsey, ', 'Jenny Richardson, ', 'Megan Hughes, ', 'Zita Sattar']",32
Inside,(2021 TV Special),TV-MA,87 min,"Comedy, Drama, Music",8.6,"A musical comedy special shot and performed by Bo Burnham, alone, over the course of a very unusual year.","['Bo Burnham', '| ', '    Star:', 'Bo Burnham']","48,299"
Mr. Robot,(2015–2019),TV-MA,49 min,"Crime, Drama, Thriller",8.6,"Elliot, a brilliant but highly unstable young cyber-security engineer and vigilante hacker, becomes a key figure in a complex game of global dominance when he and his shadowy allies try to take down the corrupt corporation he works for.","['Rami Malek, ', 'Christian Slater, ', 'Carly Chaikin, ', 'Martin Wallström']","383,470"
The Worst Witch,(2017– ),TV-Y7,,"Family, Fantasy",8.6,Add a Plot,"['Dirk Campbell', '| ', '    Stars:', 'Lydia Page, ', 'Raquel Cassidy, ', 'Clare Higgins, ', 'Jenny Richardson']",35
Move to Heaven,(2021– ),TV-MA,60 min,Drama,8.6,"Working as trauma cleaners, both Gu-ru and Sang-gu uncover various stories of the deceased while experiencing different emotions and sentiments toward life, death and family.","['Adam McArthur, ', 'Lee Jehoon, ', 'Olivia Castanho, ', 'Tang Joon-sang']","6,077"
Your Lie in April,(2014–2015),TV-PG,23 min,"Animation, Comedy, Drama",8.6,A piano prodigy who lost his ability to play after suffering a traumatic event in his childhood is forced back into the spotlight by an eccentric girl with a secret of her own.,"['Natsuki Hanae, ', 'Risa Taneda, ', 'Ayane Sakura, ', 'Ryôta Ôsaka']","28,925"
Numberblocks,(2017– ),TV-Y,5 min,Animation,8.6,"Learning numbers and how to count with colourful personified blocks, each with their own quirks.","['Marcel McCalla, ', 'Beth Chalmers, ', 'Sooz Kempner, ', 'Teresa Gallagher']",227
Rhythm + Flow,(2019– ),TV-MA,,"Music, Reality-TV",8.6,"John Legend delivers the news: The final five must step it up for features alongside Jhené Aiko, Miguel, Teyana Taylor, Ty Dolla $ign and Tory Lanez.","['Sam Wrench', '| ', '    Stars:', 'Cardi B, ', 'Chance the Rapper, ', 'T.I., ', 'Sam Be Yourself']",59
Fake or Fortune,(2010– ),,63 min,Documentary,8.6,Journalist Fiona Bruce teams up with art expert Philip Mould to investigate mysteries behind paintings.,"['Fiona Bruce, ', 'Philip Mould, ', 'Bendor Grosvenor, ', 'Aviva Burnstock']",590
Word of Honor,(2021– ),TV-14,45 min,"Action, Drama, Fantasy",8.6,Zhou Zi Shu gets embroiled in a conspiracy in the martial arts world. He meets Wen Ke Xing who escapes from the Ghost Valley to avenge his parents' deaths. They become fast friends and embark on an adventure to find a legendary treasure.,"['Zhehan Zhang, ', 'Jun Gong, ', 'Ye Zhou, ', 'Wenyuan Ma']","3,047"
Archer,(2009– ),TV-MA,22 min,"Animation, Action, Comedy",8.6,Covert black ops and espionage take a back seat to zany personalities and relationships between secret agents and drones.,"['H. Jon Benjamin, ', 'Judy Greer, ', 'Amber Nash, ', 'Chris Parnell']","153,880"
She-Ra and the Princesses of Power,(2018–2020),TV-Y7,24 min,"Animation, Action, Adventure",8.6,"King Micah and Queen Angella are shocked by Adora's story. With time to restore reality running out, Adora turns to Bow and Glimmer for help.","['Jen Bennett', '| ', '    Stars:', 'Aimee Carrero, ', 'Karen Fukuhara, ', 'AJ Michalka, ', 'Marcus Scribner']","1,108"
Spirit Riding Free,(2017–2019),TV-Y7,23 min,"Animation, Action, Adventure",8.6,A confident Pru can't wait to prove herself in the ring at a prestigious riding competition. But Lucky's convinced someone's setting her up to lose.,"['Sean P. Mullen, ', 'Greg Rankin, ', 'Beth Sleven', '| ', '    Stars:', 'Amber Frank, ', 'Bailey Gambertoglio, ', 'Sydney Park, ', 'Beth Dover']",15
Ella Brennan: Commanding the Table,(2016),,96 min,Documentary,8.6,"Today, the world knows restaurateur Ella Brennan as the matriarch of a Creole-flavored dining dynasty dating back over half a century. She has become a household name in the restaurant ...                See full summary »","['Leslie Iwerks', '| ', '    Stars:', 'Meg Bickford, ', 'Marcelle Bienvenu, ', 'Daniel Boulud, ', 'Gene Bourg']",66
Sons of Anarchy,(2008–2014),TV-MA,45 min,"Crime, Drama, Thriller",8.6,A biker struggles to balance being a father and being involved in an outlaw motorcycle club.,"['Charlie Hunnam, ', 'Katey Sagal, ', 'Mark Boone Junior, ', 'Kim Coates']","294,616"
The Dragon Prince,(2018– ),TV-Y7,,"Animation, Action, Adventure",8.6,"Rayla and Callum race across the desert to find Nyx. As Katolis prepares for war, Ezran gets help from an unlikely source.","['Villads Spangsberg', '| ', '    Stars:', 'Racquel Belmonte, ', 'Paula Burrows, ', 'Jack De Sena, ', 'Erik Dellums']",540
Suiyô Dôdeshô,(1996–2011),,30 min,"Comedy, Talk-Show",8.6,Two comedians engage in freewheeling discussions and madcap adventures at home and abroad.,"['Yô Ôizumi, ', 'Takayuki Suzuki, ', 'Takayuki Suzui, ', 'Shigeyuki Totsugi']",11
SPY×FAMILY,(2022– ),TV-14,24 min,"Animation, Action, Comedy",8.6,"A spy on an undercover mission gets married and adopts a child as part of his cover. His wife and daughter have secrets of their own, and all three must strive to keep together.","['Takuya Eguchi, ', 'Atsumi Tanezaki, ', 'Saori Hayami, ', 'Alex Organ']","19,612"
Love on the Spectrum,(2019–2021),TV-14,45 min,"Documentary, Reality-TV, Romance",8.6,"A documentary series following young adults on the autism spectrum as they explore the unpredictable world of love, dating and relationships.","['Brooke Satchwell, ', 'Michael Theo, ', 'Mark Radburn, ', 'Ronan Soussa']","6,066"
Power Rangers Beast Morphers,(2019–2020),TV-Y7,,"Action, Adventure, Comedy",8.6,"When a movie star comes to town, the Rangers' secret identities are unexpectedly threatened.","['Oliver Driver', '| ', '    Stars:', 'Rorrie D. Travis, ', 'Jasmeet Baduwalia, ', 'Jacqueline Scislowski, ', 'Abraham Rodriguez']",31
Tromba Trem,(2010– ),TV-14,,"Animation, Adventure, Comedy",8.6,Add a Plot,"['Roberto Rodrigues, ', 'Maira Kesten, ', 'Maria Regina, ', 'Luca De Castro']",80
Our Blues,(2022– ),TV-MA,60 min,Drama,8.6,Romance is sweet and bitter - and life riddled with ups and downs - in multiple stories about people who live and work on bustling Jeju Island.,"['Lee Byung-hun, ', 'Shin Min-a, ', 'Kim Woo-bin, ', 'Han Ji-min']","1,688"
Making a Murderer,(2015–2018),TV-14,60 min,"Documentary, Crime",8.6,"Filmed over a 10-year period, Steven Avery, a DNA exoneree who, while in the midst of exposing corruption in local law enforcement, finds himself the prime suspect in a grisly new crime.","['Steven Avery, ', 'Dolores Avery, ', 'Laura Nirider, ', 'Allan Avery']","95,626"
Tear Along the Dotted Line,(2021– ),TV-14,20 min,"Animation, Comedy, Drama",8.6,A cartoonist in Rome with his armadillo-for-a-conscience reflects on his path in life and a would-be love as he and his friends travel outside the city.,"['Zerocalcare, ', 'Valerio Mastandrea, ', 'Adam Rhys Dee, ', 'Ambrogio Colombo']","8,453"
Spirited Away,(2001),PG,125 min,"Animation, Adventure, Family",8.6,"During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches, and spirits, and where humans are changed into beasts.","['Hayao Miyazaki', '| ', '    Stars:', 'Daveigh Chase, ', 'Suzanne Pleshette, ', 'Miyu Irino, ', 'Rumi Hiiragi']","751,180"
Narcos: Mexico,(2018–2021),TV-MA,56 min,"Crime, Drama",8.6,"Mexican authorities, the FBI and Félix all seek out Acosta after a newspaper publishes an interview with him. The presidential election begins.","['Amat Escalante', '| ', '    Stars:', 'Diego Luna, ', 'Scoot McNairy, ', 'José María Yazpik, ', 'Alejandro Edda']","1,525"
The Politician,(2019– ),TV-MA,28 min,"Comedy, Drama",8.6,"On Election Day, a mother and daughter argue over whether Payton and Dede is the better pick, motivating each to spend time with her chosen candidate.","['Ian Brennan', '| ', '    Stars:', 'Ben Platt, ', 'Judith Light, ', 'Lucy Boynton, ', 'Zoey Deutch']",584
Rurouni Kenshin: Trust and Betrayal,(1999),TV-MA,118 min,"Animation, Action, Adventure",8.6,"In the era of Japan's Meiji Restoration, an assassin regains his humanity.","['Mayo Suzukaze, ', 'Junko Iwao, ', 'Nozomu Sasaki, ', 'Masami Suzuki']","14,840"
Power Rangers Beast Morphers,(2019–2020),TV-Y7,,"Action, Adventure, Comedy",8.6,"Devon finds it difficult to balance a new job he took to impress his dad, and the duties of being the Red Power Ranger.","['Oliver Driver', '| ', '    Stars:', 'Rorrie D. Travis, ', 'Jasmeet Baduwalia, ', 'Jacqueline Scislowski, ', 'Abraham Rodriguez']",45
Mindhunter,(2017–2019),TV-MA,60 min,"Crime, Drama, Mystery",8.6,"Set in the late 1970s, two FBI agents are tasked with interviewing serial killers to solve open cases.","['Jonathan Groff, ', 'Holt McCallany, ', 'Anna Torv, ', 'Hannah Gross']","281,506"
The Queen's Gambit,(2020),TV-MA,60 min,Drama,8.6,"Orphaned at the tender age of nine, prodigious introvert Beth Harmon discovers and masters the game of chess in 1960s USA. But child stardom comes at a price.","['Anya Taylor-Joy, ', 'Chloe Pirrie, ', 'Bill Camp, ', 'Marcin Dorocinski']","432,644"
Avatar: The Last Airbender,(2005–2008),TV-Y7,25 min,"Animation, Action, Adventure",8.6,"Aang and friends arrive in the Earth Kingdom to begin his earthbending training, but a local general convinces Aang that all he needs to do is learn to control his Avatar state. Azula, ...                See full summary »","['Giancarlo Volpe', '| ', '    Stars:', 'Zach Tyler Eisen, ', 'Mae Whitman, ', 'Jack De Sena, ', 'Dante Basco']","3,747"
Daughters of Destiny,(2017– ),,60 min,Documentary,8.6,Oscar-winning filmmaker Vanessa Roth follows a group of rural India's most disadvantaged children over the course of seven years.,"['Shilpa Anthony Raj, ', 'Mariam George, ', 'Abraham George, ', 'Ajit George']",935
JoJo's Bizarre Adventure,(2012– ),TV-MA,25 min,"Animation, Action, Adventure",8.6,Bruno and Secco are both racing towards the man at the Colloseum whilst trying to kill each other.,"['Bill Butts, ', 'Kellen Goff, ', 'Fuminori Komatsu, ', 'Katsuyuki Konishi']",921
The Tudors,(2007–2010),TV-MA,54 min,"Drama, History, Romance",8.6,"As Jane Seymour's fortunes rise, Anne's fall. Several of those close to her including her brother are tortured into confessing treason and beheaded.","['Jon Amiel', '| ', '    Stars:', 'Jonathan Rhys Meyers, ', 'Henry Cavill, ', 'Natalie Dormer, ', 'Nick Dunning']",655
Middleditch & Schwartz,(2020– ),TV-MA,51 min,Comedy,8.6,"Thomas Middleditch (""Silicon Valley"") and Ben Schwartz (""Parks and Recreation"") perform two-person long-form improv.","['Thomas Middleditch, ', 'Ben Schwartz']","5,411"
Little Women,(2022– ),TV-14,,"Action, Drama, Mystery",8.6,Three sisters with a close bond who grew up in poverty. It is the exciting story of the sisters as they get embroiled in a major incident and face off against the wealthiest family in the nation.,"['Kim Go-eun, ', 'Nam Ji-Hyun, ', 'Ji-hu Park, ', 'Wi Ha-joon']",469
Final Space,(2018–2021),TV-14,21 min,"Animation, Action, Adventure",8.6,An unexpected trip through time provides a unique opportunity for the crew.,"['Ben Bjelajac, ', 'Yoriaki Mochizuki', '| ', '    Stars:', 'Fred Armisen, ', 'Ashly Burch, ', 'Ron Funches, ', 'Tom Kenny']",809
Avatar: The Last Airbender,(2005–2008),TV-Y7,25 min,"Animation, Action, Adventure",8.6,"Weeks after the fall of the Earth Kingdom, Aang and his friends must infiltrate the Fire Nation. Katara meets her father for the first time in years. Zuko returns home, but is uneasy with his newfound reputation.","['Giancarlo Volpe', '| ', '    Stars:', 'Zach Tyler Eisen, ', 'Mae Whitman, ', 'Jack De Sena, ', 'Michaela Jill Murphy']","3,734"
Arthdal Chronicles,(2019– ),,80 min,"Action, Drama, Fantasy",8.6,The villagers cast suspicion on Eunseom upon learning that he has dreams. Tanya questions her destiny. Tagon greets his men in an unlikely place.,"['Won Suk Kim', '| ', '    Stars:', 'Song Joong-ki, ', 'Kim Ji-Won, ', 'Jang Dong-Gun, ', 'Kim Ok-bin']",226
Adventure Time,(2010–2018),TV-PG,11 min,"Animation, Action, Adventure",8.6,"A 12-year-old boy and his best friend, wise 28-year-old dog with magical powers, go on a series of surreal adventures with each other in a remote future.","['John DiMaggio, ', 'Jeremy Shada, ', 'Tom Kenny, ', 'Hynden Walch']","93,949"
Arthdal Chronicles,(2019– ),,80 min,"Action, Drama, Fantasy",8.6,Eunseom runs into a familiar face in Arthdal and witnesses something troubling. Sanung grows suspicious of his son. Tanya stands up for her tribe.,"['Won Suk Kim', '| ', '    Stars:', 'Song Joong-ki, ', 'Kim Ji-Won, ', 'Jang Dong-Gun, ', 'Kim Ok-bin']",179
JoJo's Bizarre Adventure,(2012– ),TV-MA,25 min,"Animation, Action, Adventure",8.6,"The gang are under attack by the last two members of the Elite Squad. Cioccolata uses his Green Day to spread a toxic mold over the island while Secco uses Oasis to swim through rock for stealth attacks, leaving the gang in a pinch.","['Bill Butts, ', 'Lizzie Freeman, ', 'Kellen Goff, ', 'Yûichi Nakamura']",912
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",8.6,"As Rukia Kuchiki is being lead to her execution, she is stopped by the ever-devious Gin Ichimaru. Just when Rukia has prepared herself for death, her concentration is broken by Gin's offer to let her live..","['Kino Abe, ', 'Akira Shimizu', '| ', '    Stars:', 'Masakazu Morita, ', 'Fumiko Orikasa, ', 'Satsuki Yukino, ', 'Masaaki Tsukada']",491
Dexter,(2006–2013),TV-MA,52 min,"Crime, Drama, Mystery",8.6,"The Ice Truck Killer is finally identified, but something about the suspect doesn't sit right with Dexter, who must also deal with the menacing return of Rita's paroled ex-husband.","['Steve Shill', '| ', '    Stars:', 'Michael C. Hall, ', 'Julie Benz, ', 'Jennifer Carpenter, ', 'Erik King']","5,605"
The Blue Planet,(2001),TV-G,49 min,Documentary,8.6,"The deep sea, which gets darker with increasing depth until no more sunlight penetrates at about a kilometer depth, and ever colder closer to the bottom of the ocean, covers most of the ...                See full summary »","['David Attenborough, ', 'Pierce Brosnan']",834
Guardian: The Lonely and Great God,(2016–2017),TV-14,120 min,"Comedy, Drama, Fantasy",8.6,"In his quest for a bride to break his immortal curse, Dokkaebi, a 939-year-old guardian of souls, meets a grim reaper and a sprightly student with a tragic past.","['Gong Yoo, ', 'Kim Go-eun, ', 'Lee Dong-Wook, ', 'Yoo In-Na']","20,760"
Pose,(2018–2021),TV-MA,60 min,Drama,8.6,"In the New York of the late '80s and early '90s, this is a story of ball culture and the gay and trans community, the raging AIDS crisis, and capitalism.","['Michaela Jaé (MJ) Rodriguez, ', 'Dominique Jackson, ', 'Indya Moore, ', 'Angel Bismark Curiel']","29,019"
Kaguya-sama: Love is War,(2019– ),TV-14,24 min,"Animation, Comedy, Romance",8.6,The proudly privileged top two students of an elite school each makes it their mission to be the first to extract a confession of love from the other.,"['Aoi Koga, ', 'Makoto Furukawa, ', 'Konomi Kohara, ', 'Yutaka Aoyama']","13,237"
Impractical Jokers,(2011– ),TV-14,30 min,"Comedy, Reality-TV",8.6,"Q, Sal, Joe and Murr are real-life best friends who love challenging each other to the most outrageous dares and stunts ever caught on hidden camera.","['James Murray, ', 'Brian Quinn, ', 'Sal Vulcano, ', 'Joe Gatto']","40,287"
Power Rangers Beast Morphers,(2019–2020),TV-Y7,,"Action, Adventure, Comedy",8.6,Nate develops new technology from a captured Gigadrone and Devon struggles with fully trusting his team.,"['Riccardo Pellizzeri', '| ', '    Stars:', 'Rorrie D. Travis, ', 'Jasmeet Baduwalia, ', 'Jacqueline Scislowski, ', 'Abraham Rodriguez']",46
The Dragon Prince,(2018– ),TV-Y7,,"Animation, Action, Adventure",8.6,As the human army marches towards Xadia Viren tells Aaravos about the time he and the late king Harrow killed the dragon king. Ezran makes his way to meet Callum and Rayla.,"['Villads Spangsberg', '| ', '    Stars:', 'Racquel Belmonte, ', 'Paula Burrows, ', 'Jack De Sena, ', 'Erik Dellums']",528
Anne with an E,(2017–2019),TV-PG,44 min,"Drama, Family",8.6,"Anne's search takes her back to the orphanage, where she's forced to confront new realities. Meanwhile, Elijah pays a visit to Avonlea.","['Kim Nguyen', '| ', '    Stars:', 'Amybeth McNulty, ', 'Geraldine James, ', 'R.H. Thomson, ', 'Lucas Jade Zumann']","1,699"
The Haunting of Hill House,(2018),TV-MA,572 min,"Drama, Horror, Mystery",8.6,"Flashing between past and present, a fractured family confronts haunting memories of their old home and the terrifying events that drove them from it.","['Michiel Huisman, ', 'Carla Gugino, ', 'Henry Thomas, ', 'Elizabeth Reaser']","237,198"
Twenty Five Twenty One,(2022),TV-14,70 min,"Drama, Romance",8.6,"In a time when dreams seem out of reach, a teen fencer pursues big ambitions and meets a hardworking young man who seeks to rebuild his life.","['Nam Joo-hyuk, ', 'Kim Ji-yeon, ', 'Choi Hyun-wook, ', 'Lee Joo-myung']","6,849"
Vagabond,(2019),,,"Action, Mystery, Thriller",8.6,Dal Geon and Hae Ri make contact with Jae Shik. Jessica and Yoon Han Gi see a big win at the National Assembly. Tae Woong undergoes scrutiny.,"['Yu In-sik', '| ', '    Stars:', 'Lee Seung-gi, ', 'Bae Suzy, ', 'Seong-rok Sin, ', 'Moon Jeong-Hee']",135
Dexter,(2006–2013),TV-MA,58 min,"Crime, Drama, Mystery",8.6,"The Ice Truck Killer begins leaving body parts from his victims at sites that relate to memories from Dexter's childhood, forcing him to confront his dark personal history.","['Robert Lieberman', '| ', '    Stars:', 'Michael C. Hall, ', 'Julie Benz, ', 'Jennifer Carpenter, ', 'Erik King']","5,952"
